song_id,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,label,parjaay
1,129.1992188,164643,1276.302326,0.240891665,0.301678002,0.091009624,0.366112053,0.285707086,0.081628531,0.226792382,0.178601648,0.031898549,5.01371479,36.13156128,1305.489746,-7.652302265,58.10620499,3376.331055,0.009265475,1.959212065,3.838511705,0.132474706,0.064599514,0.004173098,1473.438015,705.6635623,497961.0631,1655.685724,498.8346144,248835.9725,25.01691591,6.683737856,44.67235173,2945.661355,1442.399044,2080515.003,1.276906872,1.537727535,2.364605972,-0.013782693,0.104215484,0.010860867,0.069443647,0.046260505,0.002140034,-4.48E-06,0.137462497,0.018895939,-2.73E-05,0.027201258,0.000739908,8.467156463,4.649219877,21.61524547,4,bichitro
2,151.9990809,199193,1293.461039,0.275191635,0.300285548,0.090171419,0.414687753,0.282244623,0.079662032,0.237777199,0.163692812,0.026795337,4.973483562,35.08551407,1230.993286,-7.458312511,45.65472794,2084.354248,0.007591452,2.395649433,5.739136219,0.136273608,0.06493973,0.004217168,1852.490285,407.5235152,166075.4154,1895.885455,312.7044877,97784.09662,24.16757557,7.026548875,49.37238909,3805.789487,919.7148511,845875.4074,1.492162211,1.765966474,3.118637586,-0.006023251,0.092214969,0.008503601,0.088848102,0.038952585,0.001517304,3.66E-07,0.135930315,0.018477052,-3.93E-06,0.037525315,0.001408149,2.594829932,1.129928778,1.276739044,4,bichitro
3,151.9990809,161883,1217.165414,0.248626262,0.297679007,0.088612795,0.371241212,0.28966105,0.083903529,0.216808566,0.190597427,0.036327379,0.437058061,4.863899708,23.6575222,-13.04270267,79.18589783,6270.40625,0.00663218,1.680400252,2.823745012,0.041847691,0.026085012,0.000680428,1144.678307,427.1712898,182475.3108,1523.492834,273.2186636,74648.43815,26.0734696,5.826026804,33.94258832,2333.598389,851.3382188,724776.7628,0.395086033,0.583673777,0.340675078,0.022566018,0.103550709,0.010722749,0.03931042,0.033670885,0.001133728,-0.021773258,0.039642259,0.001571509,-3.15E-06,0.012040198,0.000144966,8.168780045,3.537997295,12.51742486,4,bichitro
4,161.4990234,210099,1296.907407,0.281116724,0.306030154,0.093654454,0.399009794,0.281916261,0.079476781,0.241224469,0.158568878,0.025144089,3.054193497,16.76328468,281.0076904,-8.703199387,54.1256752,2929.588623,0.006665689,2.623607874,6.883318424,0.108530134,0.040448532,0.001636084,1549.812453,371.0137237,137651.1831,1862.057693,344.8538662,118924.189,25.64413168,9.58278572,91.82978215,3055.902355,913.8094509,835047.7125,1.198202866,1.431780029,2.04999405,0.00334756,0.094996327,0.009024302,0.065280218,0.02357665,0.000555858,-9.46E-07,0.096811563,0.009372478,-2.78E-05,0.039395839,0.001552032,2.987247166,1.572751739,2.473548034,4,bichitro
5,143.5546875,183554,1274.680556,0.262019128,0.316322327,0.100059822,0.383034557,0.289212704,0.083643988,0.226645073,0.178788546,0.031965344,0.878721833,6.509082317,42.36815262,-7.695000648,60.27355194,3632.900879,0.007845742,2.389611244,5.710242271,0.061965365,0.022246521,0.000494908,1557.534661,391.0239801,152899.753,1890.830789,344.9517367,118991.7006,23.62410684,6.285627871,39.50911773,3223.113844,860.9668262,741263.8759,0.642782114,0.739265502,0.546513483,0.007230816,0.091870518,0.008440192,0.059198622,0.024879995,0.000619014,-0.022197042,0.054460194,0.002965913,-9.48E-05,0.018282861,0.000334263,2.121142857,1.372577754,1.883969691,4,bichitro
6,107.6660156,138108,1290.728972,0.246076554,0.299126089,0.089476414,0.386658818,0.275599122,0.075954869,0.235532327,0.16690673,0.027857856,2.354618788,14.83836174,220.1769714,-12.72785854,66.52363586,4425.394531,0.008220659,2.595446825,6.736344337,0.094528124,0.037589148,0.001412944,1172.522254,319.6360644,102167.2137,1221.171183,272.7128598,74372.3039,26.30374694,8.301982915,68.92292033,2140.870388,763.7479787,583310.975,0.985097018,1.185226181,1.4047611,-0.006452445,0.096230906,0.009260387,0.061657979,0.017812312,0.000317278,-5.79E-06,0.088171527,0.007774218,-5.27E-05,0.03124658,0.000976349,2.6621678,1.282054318,1.643663274,4,bichitro
7,129.1992188,157403,1345.324786,0.220004141,0.312482893,0.097645566,0.343893528,0.29631722,0.0878039,0.210404649,0.197644167,0.039063217,1.714428425,16.18558693,261.9732361,-17.82759476,71.29046631,5082.331055,0.006570754,1.565607309,2.451126337,0.068921193,0.052952867,0.002804006,1707.264703,530.9583497,281916.7691,1981.435073,383.649683,147187.0793,25.43961482,6.431458375,41.36365683,3530.903649,1325.361802,1756583.906,0.54894565,0.808371324,0.653464197,-0.00491697,0.118586483,0.014062754,0.061571056,0.029534995,0.000872316,-0.00032564,0.084660664,0.007167428,-5.36E-05,0.011097272,0.000123149,8.817777778,3.403310937,11.58252534,4,bichitro
8,135.9991776,169544,1274.766917,0.263221353,0.316126466,0.099935949,0.416477501,0.28181392,0.079419084,0.238190214,0.163091248,0.026598755,2.706348419,19.56073189,382.6222534,-7.890021324,51.76792908,2679.918457,0.009713601,2.458308697,6.043281555,0.10096918,0.044867828,0.002013122,1788.963079,467.7880294,218825.6405,1963.992273,383.5107071,147080.4624,23.77725684,6.90502224,47.67933214,3777.706323,993.720572,987480.5753,1.040880872,1.20075436,1.441811032,0.016288665,0.091219824,0.008321056,0.077182829,0.028301617,0.000800982,-3.04E-06,0.101563133,0.01031507,-4.24E-05,0.024722209,0.000611188,2.982603175,1.354491328,1.834646759,4,bichitro
9,99.38401442,126673,1292.581633,0.292204022,0.307050467,0.09427999,0.422307968,0.279663056,0.078211419,0.244156931,0.154015345,0.023720726,1.890506148,13.6527195,186.396759,-8.263691902,50.7642746,2577.011719,0.007445929,2.431484938,5.912118435,0.083429344,0.043876354,0.001925134,1956.887043,482.497717,232804.0469,1942.895276,336.067864,112941.6092,23.57099889,7.299526212,53.28308292,3915.909654,1027.985102,1056753.37,0.978897467,1.206855254,1.456499605,-0.0146778,0.086491869,0.007480843,0.097520196,0.036180476,0.001309027,8.60E-07,0.081178725,0.006589985,-1.09E-05,0.0289221,0.000836488,2.104888889,1.002803012,1.005613882,4,bichitro
10,161.4990234,199135,1310.098684,0.282760859,0.33547172,0.112541273,0.409027666,0.289851725,0.084014021,0.236573901,0.165427092,0.027366123,2.809520721,18.59276962,345.6910706,-8.641812325,47.99227905,2303.258789,0.006588518,2.247076511,5.049353123,0.105579332,0.042510521,0.001807144,2242.942399,421.5276377,177685.5493,2338.308881,296.7024221,88032.32726,22.61600488,6.37212729,40.6040062,4564.90573,919.8685464,846158.1426,1.065380221,1.24571387,1.551803046,-0.014059539,0.088261839,0.007790152,0.090298018,0.039177477,0.001534875,0.000779118,0.103218541,0.010654068,0.000440809,0.029908003,0.000894489,4.030984127,1.241722762,1.541875417,4,bichitro
11,123.046875,155501,1264.235772,0.228256121,0.304088652,0.092469901,0.396450937,0.285174251,0.081324354,0.233413906,0.169856651,0.028851282,0.811671793,5.658279419,32.01612473,-9.323374748,61.85105515,3825.552979,0.006658746,2.252435684,5.073466301,0.060572233,0.01946914,0.000379047,1527.953258,363.285838,131976.6001,1832.164268,319.9410294,102362.2623,25.17378195,6.34459105,40.25383559,3403.34192,809.4404353,655193.8183,0.616588797,0.680181571,0.462646969,0.010724059,0.093078903,0.008663682,0.072182481,0.026716443,0.000713768,-0.023360386,0.053468931,0.002858927,-8.15E-05,0.014984056,0.000224522,2.049160998,1.351849627,1.827497414,4,bichitro
12,151.9990809,189006,1277.067568,0.293389201,0.291655302,0.085062809,0.482800901,0.267109364,0.071347408,0.254942841,0.135415956,0.018337481,0.611902237,3.29599905,10.86361027,-7.615245342,62.39626312,3893.293457,0.004837689,2.639386415,6.966361046,0.054516573,0.020088132,0.000403533,1654.121661,393.3588515,154731.1861,1712.071292,384.5327977,147865.4725,25.05917525,7.035398919,49.49683795,3358.929689,853.7105434,728821.6919,0.692311451,0.821899221,0.675518329,0.020970374,0.071923838,0.005173038,0.082754602,0.027439476,0.000752925,-0.022717632,0.042827602,0.001834204,-0.000152083,0.020125521,0.000405037,1.843664399,1.118985009,1.252127451,4,bichitro
13,161.4990234,199585,1279.391026,0.239601508,0.303813428,0.092302591,0.382876217,0.285830975,0.081699342,0.22927767,0.175399781,0.030765083,2.914037466,20.44944763,418.1799011,-11.56837845,53.20552826,2830.828125,0.007056785,2.112812042,4.463974476,0.101809181,0.049281839,0.0024287,1672.768503,471.9573308,222743.7221,1859.678389,341.1749839,116400.3696,24.54620412,6.324861915,40.00387824,3486.478918,1009.093261,1018269.21,1.021085353,1.211408079,1.467509533,-0.013193218,0.104334912,0.010885774,0.068590288,0.027054885,0.000731967,-2.21E-06,0.106358849,0.011312204,-2.98E-05,0.019433543,0.000377663,4.621931973,2.715439178,7.373609929,4,bichitro
14,151.9990809,191640,1277.6,0.283899903,0.301580667,0.090950899,0.420916289,0.277867973,0.077210605,0.24097144,0.158953133,0.025266099,1.12822032,6.948245525,48.27811432,-4.779726982,57.05104065,3254.821289,0.007446269,2.014255285,4.057224751,0.070295833,0.021655837,0.000468975,1469.730725,442.0206558,195382.2601,1861.871671,324.1425434,105068.3884,23.30051416,5.763984295,33.22351495,2965.423735,899.0322034,808258.9028,0.788878577,0.86201148,0.743063792,-0.01658921,0.081464116,0.006636402,0.058968842,0.029756178,0.00088543,-0.022080874,0.061552722,0.003788738,-0.000552137,0.019402269,0.000376448,2.664489796,1.590810515,2.530678094,4,bichitro
15,129.1992188,147246,1237.361345,0.270349354,0.305204749,0.093149945,0.441671491,0.276485592,0.076444291,0.243883475,0.154447997,0.023854184,1.473997474,13.71337414,188.0566254,-5.987447262,59.38487625,3526.563721,0.008544696,2.526450157,6.382950783,0.07209751,0.044927012,0.002018436,1842.241159,619.1078537,383294.5345,2106.136463,525.2259224,275862.2696,23.91800168,6.930406839,48.03053896,3980.463431,1471.531731,2165405.635,0.755620854,0.970103001,0.941099833,0.016895582,0.093136375,0.008674384,0.08138235,0.036823469,0.001355968,-5.31E-07,0.07714168,0.005950839,-3.28E-05,0.019174449,0.00036766,3.457451247,1.488377358,2.21526716,4,bichitro
16,123.046875,155311,1283.561983,0.291445464,0.299432874,0.089660048,0.444161773,0.275716513,0.0760196,0.245144299,0.15243886,0.023237606,1.790169597,10.68366718,114.1407471,-5.843427181,58.96059036,3476.351318,0.011499871,2.80632782,7.87547636,0.08455994,0.030938024,0.000957161,1599.970576,563.5968672,317641.4288,1824.026232,450.6353184,203072.1902,24.20026049,7.202719975,51.87917504,3358.154694,1327.620252,1762575.534,0.924183201,1.054645188,1.112276473,0.010799595,0.085897315,0.007378349,0.074722526,0.034576565,0.001195539,-1.53E-06,0.081239,0.006599775,-4.27E-05,0.022017529,0.000484772,4.446621315,2.052970988,4.214689878,4,bichitro
17,117.4538352,146968,1277.982609,0.245414376,0.298511714,0.089109235,0.433405429,0.285501838,0.081511296,0.239330243,0.161413655,0.026054368,0.603748858,7.473952293,55.85996628,-7.734957218,63.48721695,4030.626709,0.007056816,1.943904519,3.778764963,0.052335333,0.024222491,0.000586729,1566.728682,323.4852447,104642.7035,1829.995856,356.9257599,127395.9981,25.13337669,6.455041096,41.66755555,3237.930421,657.6172964,432460.5085,0.568937176,0.658614303,0.4337728,0.001773208,0.088815889,0.007888262,0.075035072,0.031740223,0.001007442,-0.022777086,0.047473796,0.002253761,-7.53E-05,0.01349069,0.000181999,2.868825397,1.635952096,2.67633926,4,bichitro
18,151.9990809,178042,1262.70922,0.297202319,0.30866918,0.095276661,0.453501731,0.27112326,0.073507823,0.251937193,0.140929004,0.019860984,2.475381613,21.52428246,463.2947388,-7.90349102,44.03046036,1938.681519,0.007452322,2.252565622,5.07405138,0.099131308,0.051951215,0.002698929,2394.055857,456.0642854,207994.6325,2213.333898,359.7823216,129443.3189,22.66680411,6.838587163,46.76627438,4533.205922,1063.746817,1131557.291,1.25692134,1.525409197,2.326873219,-0.004672815,0.077341356,0.005981685,0.119422558,0.043951529,0.001931737,-7.06E-05,0.093349621,0.008714152,-0.00021749,0.038474906,0.001480318,3.965968254,1.018893092,1.038143132,4,bichitro
19,135.9991776,175761,1311.649254,0.261292815,0.322739273,0.104160637,0.380509794,0.295855522,0.087530486,0.222311585,0.184149104,0.033910893,2.657588959,20.95793152,439.2348633,-5.857068062,54.24833298,2942.881836,0.008391192,2.383560896,5.681363106,0.097951308,0.043547492,0.001896384,1824.335151,571.5975733,326723.7858,2266.712869,473.3911853,224099.2143,22.80087565,5.854026144,34.2696221,4066.642076,1515.430692,2296530.182,0.888796682,1.029442313,1.059751476,0.007419633,0.085717247,0.007347446,0.054310707,0.026861397,0.000721535,0.000720674,0.102252237,0.010455521,0.000654594,0.017164368,0.000294616,4.911020408,1.50343603,2.260319896,4,bichitro
20,112.3471467,143960,1308.727273,0.296330512,0.318763524,0.101610191,0.437194079,0.27410534,0.075133741,0.244129772,0.15405839,0.023733988,3.056498051,15.3674984,236.1600189,-7.461521626,47.35905457,2242.879883,0.00999678,1.979231,3.917355299,0.108785257,0.039841786,0.001587368,1894.275601,437.0197677,190986.2774,2211.41377,350.437144,122806.1919,21.62955941,5.671124705,32.16165542,4034.229772,1058.310866,1120021.89,1.245303676,1.432894205,2.053185804,0.024042947,0.074374073,0.005531503,0.074621431,0.03316038,0.001099611,0.000654855,0.101178356,0.01023706,0.000548585,0.033958368,0.001153171,4.186557823,1.338809105,1.792409819,4,bichitro
21,151.9990809,187624,1276.353741,0.25063324,0.301888227,0.0911365,0.431108326,0.276335239,0.076361164,0.241055077,0.158826267,0.025225783,1.026529789,12.17128372,148.1401367,-9.363452911,61.95333481,3838.21582,0.004622602,2.113032103,4.464904308,0.063521169,0.038426686,0.00147661,1590.553654,336.3458889,113128.5569,1776.96146,268.6137724,72153.35873,25.88234512,6.791984206,46.13104945,3330.050697,617.7943099,381669.8093,0.64378459,0.780119387,0.608586257,-0.001650046,0.086562544,0.007493074,0.082759893,0.033543765,0.001125184,-0.022493595,0.065508552,0.00429137,-7.53E-05,0.015669698,0.000245539,2.465959184,1.408928988,1.985080894,4,bichitro
22,172.265625,220028,1279.232558,0.233658686,0.30843702,0.095133401,0.406853169,0.28838107,0.083163649,0.231323741,0.172692386,0.02982266,2.740573645,20.37792015,415.259613,-7.476959229,53.41537476,2853.202148,0.002984779,2.581331968,6.663275242,0.10285683,0.049934238,0.002493428,2126.648232,597.1042278,356533.4588,2123.683152,483.9796096,234236.2625,23.958973,6.970682378,48.59041282,4279.490789,1354.280795,1834076.471,1.021618596,1.250116776,1.562791955,-0.005751728,0.083434114,0.006961251,0.095399839,0.037277351,0.001389601,-8.52E-05,0.103897624,0.010794717,-0.000206254,0.029851126,0.00089109,3.979900227,1.384411785,1.916595992,4,bichitro
23,172.265625,219635,1315.179641,0.246027902,0.329125851,0.108323827,0.385249823,0.290811867,0.08457154,0.229073135,0.175666821,0.030858832,3.203295708,23.77539635,565.2694702,-9.052689552,49.89287949,2489.299316,0.006669927,2.285173416,5.222017765,0.111212961,0.049264461,0.002426987,2118.844276,486.2785297,236466.8084,2195.377143,331.2325097,109714.9755,22.92265762,6.566561439,43.11972913,4229.074427,1027.470574,1055695.78,1.0626441,1.227785167,1.507456418,0.000346972,0.088418843,0.007817892,0.088290282,0.039844536,0.001587587,0.000821219,0.113186799,0.012811251,0.00040174,0.026323244,0.000692913,4.497705215,1.289953646,1.663980408,4,bichitro
24,103.359375,123033,1255.438776,0.234275326,0.300095111,0.090057082,0.41300568,0.278780937,0.077718817,0.232808624,0.170685318,0.029133478,1.467686176,16.47670746,271.4818726,-9.420786858,66.53253174,4426.577637,0.008300891,1.790516615,3.205949545,0.066869952,0.045622963,0.002081455,1531.208965,533.1700702,284270.3238,1672.177087,387.0622279,149817.1683,25.64685258,6.092169648,37.11453101,3081.5647,1210.054811,1464232.646,0.636662693,0.817482576,0.668277763,-0.001018669,0.102771964,0.010562077,0.078113095,0.031097078,0.000967028,-1.54E-06,0.077858292,0.006061913,-5.29E-05,0.011237948,0.000126291,7.920326531,4.502898835,20.27609792,4,bichitro
25,107.6660156,136985,1268.37963,0.267872095,0.30648303,0.093931839,0.398271203,0.286674291,0.082182154,0.229783504,0.174736587,0.030532875,0.338067889,2.663000822,7.091573715,-10.28774261,73.24950409,5365.489746,0.005257646,2.084844351,4.346575737,0.040664904,0.017529359,0.000307278,1728.830687,566.9301028,321409.7415,2084.30145,337.164582,113679.9554,25.60282814,5.529406105,30.57433187,3657.986214,1186.480194,1407735.25,0.389289302,0.506327716,0.256367756,-0.021473081,0.093426426,0.008728497,0.060275713,0.040986357,0.001679881,-0.021734193,0.034937974,0.001220662,-0.000127129,0.00995778,9.92E-05,8.001596372,5.054085434,25.54377957,4,bichitro
26,143.5546875,176659,1270.928058,0.257840306,0.302345961,0.091413081,0.374953866,0.289062262,0.083556987,0.228410015,0.17652818,0.031162198,0.988581896,8.223675728,67.62884521,-7.178329945,62.34989166,3887.508789,0.004520497,2.310207844,5.337059975,0.062915623,0.028886933,0.000834455,1450.476222,463.9178634,215219.784,1795.511623,300.2822816,90169.44864,23.67179239,6.355618201,40.39388271,3020.906733,910.0541921,828198.6325,0.655228416,0.782775012,0.612736719,-0.011850331,0.093286134,0.008702303,0.054274804,0.02841831,0.0008076,-0.021656077,0.058953259,0.003475487,-0.000188156,0.01709584,0.000292268,2.317351474,1.362095286,1.855303567,4,bichitro
27,123.046875,143931,1273.725664,0.209644318,0.316288799,0.100038595,0.348221421,0.304382175,0.092648514,0.217045554,0.190327509,0.036224561,2.843322277,25.63417053,657.1106567,-11.00281429,59.31684875,3518.488525,0.006711292,2.688031673,7.225514412,0.099607818,0.049304325,0.002430917,1928.052753,650.619745,423306.0526,2231.296792,454.5860489,206648.4759,23.73058932,6.878670635,47.3161097,4083.871139,1405.33151,1974956.652,0.779956546,0.922042728,0.850162791,0.010876831,0.102025083,0.010409118,0.063786273,0.037552459,0.001410187,-0.000131539,0.107208937,0.011493756,-0.000187111,0.018065527,0.000326363,4.330521542,1.269889533,1.612619427,4,bichitro
28,117.4538352,149400,1322.123894,0.28871268,0.3142564,0.098757088,0.439437151,0.279659152,0.078209244,0.245722786,0.151504607,0.022953646,2.051617146,13.5815239,184.4577789,-7.038828373,50.10125351,2510.135498,0.010923998,2.349325895,5.519331932,0.089167684,0.039387684,0.00155139,2228.579485,555.0301293,308058.4445,2423.723672,396.6728859,157349.3784,21.96411756,5.883830802,34.6194649,4754.708749,1337.597947,1789168.267,0.951290572,1.140355185,1.300409949,0.02044735,0.07646346,0.005846661,0.090854137,0.044832726,0.002009973,0.000999368,0.086796112,0.007533565,0.000548979,0.025173407,0.0006337,3.413333333,0.857787993,0.735800241,4,bichitro
29,151.9990809,198242,1304.223684,0.244766951,0.307521075,0.094569206,0.380901963,0.289551526,0.083840087,0.229857741,0.174638919,0.030498752,4.592450619,35.0504303,1228.532593,-7.572629452,55.6746788,3099.669922,0.008066718,2.062932014,4.255688667,0.126738295,0.059299324,0.00351641,1402.213417,601.2336675,361481.9229,1740.535029,387.8988117,150465.4881,23.87931729,7.029597197,49.41523675,2853.053581,1291.231148,1667277.879,1.16332753,1.362836573,1.857323525,-0.005192018,0.096321004,0.009277736,0.055697698,0.042173351,0.001778592,-9.79E-07,0.130314112,0.016981769,-3.50E-05,0.027439795,0.000752942,3.072,1.161766059,1.349700375,4,bichitro
30,112.3471467,146991,1289.394737,0.284940928,0.295470387,0.087302752,0.458314568,0.269163191,0.072448827,0.250846446,0.142861449,0.020409394,0.626194715,3.952015638,15.61842728,-6.455596447,58.50119019,3422.389404,0.008507466,2.774813175,7.699588299,0.054496575,0.020219063,0.000408811,1767.125443,464.2323875,215511.7096,1923.932781,499.4663898,249466.6745,23.00680015,6.350787802,40.3325057,3783.19379,1135.790092,1290019.134,0.687206887,0.803403829,0.645457712,-0.010864556,0.078703407,0.006194226,0.077476856,0.023047112,0.000531169,-0.022803117,0.043542486,0.001895948,-0.00013876,0.018590894,0.000345621,2.476408163,1.517744676,2.303548901,4,bichitro
31,151.9990809,188824,1293.315068,0.266390026,0.329435021,0.108527437,0.365065545,0.299600661,0.089760549,0.21901306,0.18806013,0.035366613,2.119287014,15.66904068,245.5188446,-8.786424637,57.7665329,3336.972412,0.009129988,2.616301775,6.845035076,0.088313505,0.039593264,0.001567626,2031.126668,644.3510398,415188.2624,2337.515235,419.2683877,175785.9809,22.84066248,6.278504322,39.41961652,4316.786397,1394.181148,1943741.074,0.792689562,0.974547316,0.949742471,0.009066462,0.096825507,0.009375179,0.059756252,0.034948072,0.001221368,-4.75E-05,0.090651691,0.008217729,-0.000151991,0.02030644,0.000412351,4.560399093,1.515240376,2.295953396,4,bichitro
32,69.83741554,85009,1250.132353,0.25488618,0.309225321,0.095620297,0.384435564,0.290063083,0.084136598,0.225900969,0.17972781,0.032302086,3.196670771,35.56872559,1265.134277,-9.299991608,58.83068848,3461.049805,0.007253191,1.897074699,3.598892212,0.097272329,0.06561742,0.004305645,1484.445355,569.8892675,324773.7772,1682.286319,356.8058252,127310.3969,24.81147121,6.24039442,38.94252252,3007.740146,1095.012017,1199051.318,0.873515989,1.110697708,1.233649399,-0.014601297,0.110116182,0.012125573,0.062546674,0.040175735,0.00161409,-2.32E-06,0.111773744,0.01249337,-4.31E-05,0.018919844,0.000357961,7.563900227,4.333349189,18.77791519,4,bichitro
33,129.1992188,164138,1272.387597,0.280799061,0.305875003,0.093559526,0.401462644,0.289131343,0.083596937,0.23372012,0.169435057,0.028708239,3.366997719,29.37035751,862.6179199,-5.829624653,53.73500061,2887.450439,0.007879833,2.185263157,4.775375366,0.108870387,0.053035755,0.002812791,1586.587979,633.0134367,400706.011,1819.525319,397.9783771,158386.7886,24.74293747,7.098173739,50.38407043,3204.268124,1400.200333,1960560.973,1.046757629,1.196878685,1.432518587,-0.004442614,0.095752203,0.009168484,0.077710792,0.058102412,0.00337589,1.36E-06,0.11222823,0.012595176,-3.41E-05,0.023856338,0.000569125,3.023238095,1.478303478,2.185381172,4,bichitro
34,135.9991776,169856,1286.787879,0.233819172,0.305505872,0.093333833,0.377582937,0.294527441,0.086746417,0.223280379,0.182973237,0.033479206,2.204899311,19.77604675,391.092041,-6.527924061,54.60933685,2982.179688,0.003904583,2.522122145,6.36109972,0.0889825,0.047384482,0.002245289,1680.155057,506.5612437,256604.2936,1990.169867,381.124397,145255.806,24.59552033,6.219066059,38.67678264,3453.199952,1204.276467,1450281.81,0.868240078,1.074346316,1.154220006,0.034238513,0.092222999,0.008505082,0.072264869,0.039050768,0.001524963,-0.021135176,0.090398967,0.008171973,-0.000142923,0.023441214,0.000549491,2.543746032,1.439702259,2.072742594,4,bichitro
35,151.9990809,190870,1272.466667,0.265510857,0.307512522,0.094563946,0.383033395,0.290651023,0.084478021,0.22537667,0.180384838,0.03253869,1.162231684,11.2309618,126.1345062,-7.47694397,58.74638367,3451.137695,0.002697206,2.196138382,4.823023796,0.066822492,0.033338238,0.001111438,1597.488756,468.6370455,219620.6804,1973.691693,413.0217193,170586.9406,23.08856785,6.286695601,39.52254158,3295.405073,1129.952062,1276791.663,0.710018017,0.888488888,0.789412504,-0.014012326,0.091011928,0.008283171,0.059206369,0.026748051,0.000715458,-0.020934705,0.063408278,0.00402061,-0.000147881,0.020809267,0.000433026,2.167582766,1.154834471,1.333642655,4,bichitro
36,172.265625,213102,1299.402439,0.313628942,0.30241245,0.091453291,0.440153748,0.270525962,0.073184296,0.248122231,0.147542169,0.021768692,1.752953172,10.83200932,117.332428,-8.261886597,53.44289398,2856.143066,0.007820882,2.270722866,5.156181812,0.080377229,0.036918376,0.001362966,1830.788474,621.8248221,386666.1094,2008.543267,428.4804487,183595.4949,23.04775963,6.723550216,45.2061275,3896.526438,1380.845158,1906733.35,0.945103716,1.120446009,1.25539926,0.034105963,0.080191359,0.006430654,0.077068317,0.02473928,0.000612032,9.22E-07,0.077991463,0.006082668,-1.18E-05,0.023387263,0.000546964,3.168362812,1.180260839,1.393015647,4,bichitro
37,112.3471467,141358,1308.87037,0.231613457,0.314266622,0.098763518,0.369625658,0.300390899,0.090234689,0.217082117,0.190285805,0.036208688,0.622678339,6.792888641,46.14333725,-14.76612854,77.30635834,5976.272949,0.00786844,2.285131454,5.2218256,0.043599311,0.028347438,0.000803577,1686.650181,655.4478815,429611.9253,1929.238886,515.9827459,266238.194,23.52246215,6.495672592,42.19376242,3460.358242,1543.913053,2383667.515,0.368271751,0.522322703,0.272821006,-0.011164835,0.103446313,0.01070114,0.057252866,0.031303392,0.000979902,-0.000185527,0.04974971,0.002475034,-0.000129502,0.008938408,7.99E-05,14.54846259,7.645240063,58.44969561,4,bichitro
38,135.9991776,167921,1262.56391,0.265935242,0.298711538,0.089228578,0.407485485,0.284672052,0.081038184,0.234211335,0.168755397,0.028478384,0.541686237,4.593551636,21.10071754,-11.41243839,76.37359619,5832.925781,0.004900345,2.031902552,4.128627777,0.047942743,0.02431846,0.000591388,1276.63163,530.3321259,281252.1638,1621.031072,278.2452265,77420.40609,24.20488625,5.897999708,34.78640056,2542.267961,966.3130722,933760.9534,0.473596814,0.640146648,0.409787731,0.001712466,0.095015243,0.009027896,0.045645416,0.04179568,0.001746879,-0.022863153,0.041747238,0.001742832,-1.44E-05,0.016189596,0.000262103,4.134312925,1.990079824,3.960417705,4,bichitro
39,107.6660156,130564,1255.423077,0.233884066,0.304023743,0.092430435,0.409465343,0.28541255,0.081460327,0.238210257,0.163061973,0.026589207,2.681518793,19.76229858,390.5484619,-10.02778435,55.03046799,3028.352295,0.002658238,2.370244503,5.618058681,0.100939475,0.043120742,0.001859398,1897.207503,610.5441313,372764.1363,2113.399054,438.339082,192141.1508,23.13414974,6.407671567,41.05825491,3812.37278,1377.416503,1897276.224,0.952088488,1.116097326,1.245673242,0.007760988,0.087920578,0.007730028,0.076241225,0.036252228,0.001314224,-6.14E-05,0.09908095,0.009817035,-0.00017093,0.029477755,0.000868938,3.517823129,1.132993412,1.283674071,4,bichitro
40,112.3471467,133393,1246.663551,0.277123809,0.307108819,0.094315819,0.449797302,0.278689742,0.077667966,0.248981316,0.146087773,0.021341638,3.570805311,29.77116394,886.3222046,-6.898849964,50.1103363,2511.045654,0.009648185,2.663389206,7.093641758,0.112776801,0.062036037,0.00384847,1893.994348,614.8242789,378008.8939,1968.087752,429.7684555,184700.9254,23.51175576,7.028754389,49.40338826,3962.292707,1295.76373,1679003.644,1.143445053,1.365442301,1.864432678,-0.015887698,0.084957896,0.007217844,0.096206712,0.049704021,0.00247049,-3.21E-06,0.114147596,0.013029673,-3.89E-05,0.039812405,0.001585028,2.92339229,1.020381614,1.041178638,4,bichitro
